2016,47,TT,TWICE,1,6,80056,1,6673550,10,3,5,1,84556
2016,47,가끔 (Feat. Crush, 기리보이),긱스 (Geeks),2,1,148887,5,4205295,,77,,,
2016,47,불장난,BLACKPINK,3,5,80217,2,4829599,27,8,35,50,2648
2016,47,Tell Me What To Do,샤이니 (SHINee),4,3,87709,65,973884,4,1,,,
2016,47,11_11,태연 (TAEYEON),5,7,68296,4,4294726,28,6,,,
2016,47,Decalcomanie (데칼코마니),마마무 (Mamamoo),6,4,87605,9,3188739,16,4,,,
2016,47,우주를 줄게,볼빨간 사춘기,7,8,52468,3,4392270,24,12,7,,
2016,47,그런 밤,어반 자카파 (Urban Zakapa),8,2,106753,21,2256147,2,11,,,
2016,47,너무너무너무,아이오아이 (I.O.I),9,12,48685,6,3944283,77,22,28,,
2016,47,남아있어 (Feat. Crush),로꼬 (LOCO),10,10,51709,8,3248426,,44,,,
2016,47,널 너무 사랑해서 (Feat. 정은지 of 에이핑크),MC몽,11,13,47005,12,2903672,6,2,,47,2789
2016,47,이 소설의 끝을 다시 써보려 해,한동근,12,16,43446,7,3404600,9,33,2,33,4231
2016,47,내가 저지른 사랑,임창정,13,21,37956,10,3166426,7,15,3,32,4398
2016,47,그대라는 사치,한동근,14,20,38407,11,2936396,8,32,1,46,2889
2016,47,이별을 배웠어 (Always In My Heart),임슬옹, 조이,15,14,46885,17,2503657,79,53,,,
2016,47,내 옆에 그대인 걸,다비치,16,22,36994,14,2857375,46,23,73,,
2016,47,All I Wanna Do (K) (Feat. Hoody, Loco),박재범,17,15,46131,18,2462862,,13,,62,2311
2016,47,나만 안되는 연애,볼빨간 사춘기,18,18,40850,15,2758150,91,91,34,,
2016,47,돌아오지마 (Feat. 용준형 of 비스트),헤이즈 (Heize),19,25,35536,13,2882797,,49,33,,
2016,47,숨,박효신,20,24,35990,16,2743438,36,55,15,45,2991
2016,47,어떻게 지내,크러쉬 (CRUSH),21,31,30171,19,2446207,,,,,
2016,47,러시안 룰렛 (Russian Roulette),레드벨벳(Red Velvet),22,29,31551,20,2401594,,92,65,,
2016,47,피 땀 눈물,방탄소년단,23,28,32508,22,2230191,83,78,61,2,47565
2016,47,Hey Mama!,EXO-CBX (첸백시),24,32,29697,25,1936215,,5,,12,11677
2016,47,블라블라(Prod.by 윤종신)(Blah Blah),규현 (KYUHYUN),25,17,42847,32,1571073,57,24,,,
2016,47,외로운 놈,바이브 (Vibe),26,9,52121,56,1111000,15,68,,,
2016,47,널 사랑하지 않아,어반 자카파 (Urban Zakapa),27,30,31455,23,2080078,17,42,9,,
2016,47,Love Story,린 (LYn),28,11,50819,77,838551,1,18,,,
2016,47,기도 (I`ll Be Your Man),비투비 (BTOB),29,23,36404,36,1520732,43,27,,,
2016,47,목요일 밤 (Feat. 빈지노),어반 자카파 (Urban Zakapa),30,36,27265,24,1993956,,,,,
2016,47,휘파람,BLACKPINK,31,35,27749,26,1822653,,,67,,
2016,47,여전히 아늑해(Prod.by 성시경)(Still),규현 (KYUHYUN),32,26,34157,43,1318607,71,45,,,
2016,47,구르미 그린 달빛,거미,33,42,24059,27,1745014,32,14,,,
2016,47,빌려줄게,신용재 (포맨),34,43,23591,29,1662568,,87,52,,
2016,47,CHEER UP,TWICE,35,39,25651,28,1692209,,69,70,7,21456
2016,47,너였다면,정승환,36,44,23369,30,1647273,78,,6,,
2016,47,STAY,BLACKPINK,37,33,28239,44,1287360,,,,,
2016,47,심술,볼빨간 사춘기,38,49,22554,40,1406018,,28,80,,
2016,47,Dancing King,유재석, EXO,39,48,22909,31,1578958,,,,,
2016,47,If You,에일리 (Ailee),40,47,22925,33,1564373,,,,,
2016,47,And July (Feat. DEAN, DJ Friz),헤이즈 (Heize),41,55,21653,34,1550507,,,,,
2016,47,puzzle,씨잼 (C Jamm), BewhY (비와이),42,52,22010,35,1543835,,,42,,
2016,47,Day Day (Feat. 박재범) (Prod. by GRAY),비와이(BewhY),43,46,23005,38,1469954,,,,,
2016,47,Don`t Wanna Know (Feat. Kendrick Lamar...,Maroon 5,44,40,24599,51,1224640,,9,,,
2016,47,블랙홀 (Feat. 에일리),MC몽,45,53,21909,50,1226328,,29,,,
2016,47,술자리,기리보이(Giriboy),46,19,39210,71,891615,,,,,
2016,47,D (half moon) (Feat. 개코),DEAN,47,54,21663,37,1472097,,,,,
2016,47,네 생각,존 박,48,59,20547,39,1410853,,,,,
2016,47,You(=I),볼빨간 사춘기,49,45,23202,46,1254990,,,,,
2016,47,다정하게, 안녕히,성시경,50,60,20439,41,1378274,,,,,
2016,47,세 단어,젝스키스,51,62,19797,42,1336606,,74,,49,2650
2016,47,너 없이 행복할 수 있을까,박시환,52,71,18210,,,,,,,
2016,47,내가 설렐 수 있게,에이핑크 (Apink),53,64,19768,45,1259695,,,,,
2016,47,너를 위해,첸, 백현, 시우민 (EXO),54,67,19142,47,1254122,86,38,88,,
2016,47,VOICE,스탠딩 에그(Standing Egg),55,38,26434,74,857577,,47,,,
2016,47,너 그리고 나 (NAVILLERA),여자친구 (GFRIEND),56,58,20773,48,1252301,,,,,
2016,47,어디에도,엠씨더맥스 (M.C The Max),57,63,19781,49,1233735,85,,4,,
2016,47,또 다시 사랑,임창정,58,56,21639,53,1167483,38,54,26,,
2016,47,Forever (Prod. by GRAY),비와이(BewhY),59,66,19185,52,1217656,,,16,,
2016,47,내 사람,박보검,60,72,17761,55,1125632,31,16,,,
2016,47,울컥해,바닐라 어쿠스틱 (Vanilla Acoustic),61,27,32613,,,3,,,,
2016,47,사랑이 아니라 말하지 말아요,이소라,62,57,21117,78,838271,37,,,,
2016,47,안아줘,정준일,63,61,20148,54,1148330,,,8,,
2016,47,그대를 잊는다는 건,다비치,64,81,16528,57,1078294,12,39,,,
2016,47,그대 그대 그대,엠씨더맥스 (M.C The Max),65,84,15621,58,1076940,,,71,,
2016,47,아임미싱유,SG 워너비,66,34,27943,,,5,,,,
2016,47,끝,권진아,67,75,17250,61,1040569,,,,,
2016,47,안갯길 (Prod. By 진영(B1A4)),벤(Ben),68,80,16595,62,1031351,,64,93,,
2016,47,받는 사랑이 주는 사랑에게,다비치,69,76,17152,64,1005532,,,,,
2016,47,Why So Lonely,원더걸스 (Wonder girls),70,77,17030,59,1065251,,,,,
2016,47,야생화,박효신,71,65,19626,68,930917,45,58,13,,
2016,47,I`m Not The Only One,Sam Smith,72,73,17638,66,946277,33,40,,,
2016,47,노력,박원,73,37,26902,,,40,,,,
2016,47,붐바야,BLACKPINK,74,69,18294,72,886138,,,,,
2016,47,Monster,EXO,75,97,13165,60,1055838,,,,,
2016,47,사랑해요,김범수,76,93,13835,67,943546,,,60,,
2016,47,Home,박효신,77,83,15804,69,924157,,,,,
2016,47,Lotto,EXO,78,99,12697,63,1013534,,,,,
2016,47,공감 (Feat. 서영은),정준영,79,82,16188,70,899871,72,,56,,
2016,47,태풍 (The Eye),인피니트 (Infinite),80,90,14499,73,864709,,,,,
2016,47,나비잠 (Sweet Dream),희철, 민경훈,81,41,24402,,,11,,,,
2016,47,불타오르네 (FIRE),방탄소년단,82,92,13862,76,844486,,,,9,20011
2016,47,별빛 바램 (Wish Upon a Star),샤이니 (SHINee),84,50,22399,,,,,,,
2016,47,사랑은 왜,테이 (Tei),85,70,18258,,,29,,,,
2016,47,한마디 (Beautiful Life),샤이니 (SHINee),86,51,22251,,,,,,,
2016,47,잠은 다 잤나봐요,소유, 유승우,87,96,13449,75,853926,,,,,
2016,47,Love Like This (Feat. Dok2),효린 (씨스타),88,,,83,765228,,,,,
2016,47,잠깐만,아이오아이 (I.O.I),89,87,14881,82,768221,,,,,
2016,47,The One,EXO-CBX (첸백시),90,,,80,781950,,,,,
2016,47,Cherish,EXO-CBX (첸백시),91,,,81,780117,,,,,
2016,47,Closer (Feat. Halsey),The Chainsmokers,92,98,13041,92,662371,,,,,
2016,47,걱정말아요 그대,이적,93,89,14727,88,692120,23,34,14,,
2016,47,The Closer,빅스 (VIXX),94,,,,,,,,,
2016,47,눈물 (Feat. 다린 of Highcolor),MC몽,95,,,94,643945,,,,,
2016,47,Love Yourself,Justin Bieber,96,91,13903,93,656140,,20,,,
2016,47,사실,바이브 (Vibe),97,78,16874,,,,,,,
2016,47,24K Magic,Bruno Mars,98,85,15186,,,,,,,
2016,47,Juliet,EXO-CBX (첸백시),99,,,86,697399,,,,,
2016,47,넌 살아있다,버즈 (Buzz),100,,,96,634028,,,,,
2016,47,If You Love Her,샤이니 (SHINee),,68,18334,,,,,,,
2016,47,Rescue,샤이니 (SHINee),,74,17511,,,,,,,
2016,47,도레미파솔라시도 (With 벤),바이브 (Vibe),,79,16801,,,,,,,
2016,47,Hey Bae (Feat. 팔로알토),정기고 (Junggigo),,86,15166,,,,,,,
2016,47,다 당신 덕분이라오,김건모,,88,14761,,,35,,,,
2016,47,널 떠올리는게,술제이, 폴킴, 울티마,,94,13721,,,,62,,,
2016,47,스토커,10cm,,95,13721,85,707256,,,17,,
2016,47,The Time Goes On,비와이(BewhY),,100,12693,89,691133,,,,,
2016,47,Lucky One,EXO,,,,84,709958,,,,,
2016,47,Beautiful Tomorrow,박효신,,,,87,693737,,,,,
2016,47,Rhythm After Summer,EXO-CBX (첸백시),,,,90,690785,,,,,
2016,47,탈진,김영근,,,,91,672795,,,83,,
2016,47,그게 뭐라고,케이윌, 매드클라운,,,,95,635317,,,,,
2016,47,꿈처럼,벤 (Ben),,,,97,632317,,,78,,
2016,47,여름밤에 우린,스탠딩 에그(Standing Egg),,,,98,631546,,,,,
2016,47,내 마음 들리나요 (Feat. 이하이),에픽하이 (Epik High),,,,99,613089,,52,,,
2016,47,호랑나비 (Feat. Gill, 리듬파워),보이비 (Boi B),,,,100,612796,,,,,
2016,47,오늘부터 1일 (Day 1),케이윌 (K.Will),,,,,,13,31,,,
2016,47,Only You,모라,,,,,,14,21,,,
2016,47,니가 너무 좋아서,디케이소울,,,,,,18,,,,
2016,47,비정 (非情),김경호,,,,,,19,,,,
2016,47,서약 (황금무지개 유이 & 정일우 러브테마),알리(ALi),,,,,,20,37,,,
2016,47,왈칵,테이크 (Take),,,,,,21,,,,
2016,47,내 입술 닿을 수 있는 사람,에스프레소(Espresso),,,,,,22,,,,
2016,47,안녕 내사랑,어쿠스윗,,,,,,25,,,,
2016,47,겨울편지,임재범,,,,,,26,,,,
2016,47,알 수 없는 인생,이문세,,,,,,30,,,,
2016,47,그 중에 그대를 만나,이선희,,,,,,34,59,,,
2016,47,미치게 그리워서,유해준,,,,,,39,,,,
2016,47,어제보다 슬픈 오늘,김건모,,,,,,41,,,,
2016,47,너를 너를 너를,왁스 (Wax),,,,,,42,,,,
2016,47,자꾸 눈물이 납니다,알리 (Ali),,,,,,44,,,,
2016,47,하늘바라기 (feat. 하림),정은지,,,,,,47,25,,,
2016,47,바보야,김종국,,,,,,48,17,,,
2016,47,나 돌아가 (날 울리지마 겁쟁이 사자),진영 (B1A4),,,,,,49,,,,
2016,47,그래도 될까요,leeSA (리싸),,,,,,50,,,,
2016,47,바람아 불어라,레드애플 (LEDApple),,,,,,51,57,,,
2016,47,바램,노사연,,,,,,52,,,,
2016,47,그 사람,이승철,,,,,,53,,,,
2016,47,유리,김윤아,,,,,,54,,,,
