2013,52,Dali, Van, Picasso,빈지노 (Beenzino),1,1,190598,10,1930986,7,,,,
2013,52,겨울 고백,성시경, 박효신, 서인국, 빅스 (VIXX), 여동생,2,6,132988,1,3281962,5,4,,,
2013,52,금요일에 만나요 (Feat. 장이정),아이유 (IU),3,2,167582,36,1119436,8,,,,
2013,52,너에게만,범키, 버벌진트 (Verbal Jint),4,3,165463,9,2080567,18,37,,,
2013,52,너를,브라운 아이드 소울 (Brown Eyed Soul),5,4,161323,26,1450950,9,,,,
2013,52,향수,케이윌 (K.will), 전우성 (노을),6,5,140297,21,1581423,27,71,,,
2013,52,가슴 시린 이야기 (Feat. 용준형),휘성,7,9,98414,5,2495526,17,7,3,,
2013,52,너만을 느끼며,정우, 유연석, 손호준,8,8,100440,16,1752988,6,2,,,
2013,52,누군가 필요해 (Feat. BrotherSu),라디 (Ra. D),9,7,118640,23,1562056,62,,,,
2013,52,이별남녀,서인국, 지아 (Zia),10,13,76754,2,2866961,37,20,,,
2013,52,Special Love,휘성, 거미,11,12,78855,3,2722355,42,9,,,
2013,52,12월의 기적 (Miracles in December),EXO,12,15,70861,7,2343542,2,6,9,,
2013,52,눈사탕 (Snow Candy),케이윌 (K.will),13,10,86187,18,1687723,25,35,,,
2013,52,결혼까지 생각했어,휘성,14,14,71512,12,1841102,26,36,1,,
2013,52,꾸리스마스,크레용팝 (Crayon Pop),15,17,66717,20,1641757,1,21,47,,
2013,52,너 밖에 몰라 (One Way Love),효린 (씨스타),16,20,56249,4,2559143,22,26,,,
2013,52,All I Want For Christmas Is You,BOM&HI,17,11,80975,70,710800,31,,,,
2013,52,날 위한 이별,디아 (DIAmond),18,18,57795,25,1476683,21,8,,,
2013,52,그리워해요,2NE1 (투애니 원),19,26,47289,6,2370142,44,64,12,,
2013,52,행복한 나를,김예림 (투개월),20,25,48318,14,1816307,45,15,,,
2013,52,너에게,성시경,21,33,44174,8,2301328,15,25,,32,38369
2013,52,I Do I Do,시크릿 (Secret),22,22,51946,42,1050212,28,5,,,
2013,52,Flower,용준형 (비스트),23,24,50828,35,1134071,29,52,,,
2013,52,코끝에 겨울,어반 자카파 (Urban Zakapa),24,31,45488,11,1882297,38,76,,,
2013,52,미스 김,자이언티(Zion.T),25,16,67080,83,648097,,,,,
2013,52,나도 좀 살자 (Feat. 스컬),미스에스 (Miss $),26,19,56802,85,636354,57,50,,,
2013,52,12월,김준수,27,23,51757,,,16,,,,
2013,52,크리스마스니까,성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX),28,30,45663,28,1338561,36,47,78,,
2013,52,가질 수 없는 너,하이니 (Hi.ni),29,41,39955,24,1481758,61,39,,,
2013,52,시작,고아라,30,21,53084,,,24,,,,
2013,52,이 시간에 (Feat. 유성은, Young Luffy),루이 (긱스),31,27,46851,33,1208856,,,,,
2013,52,없어 (Feat. 이루펀트),윤하,32,38,40327,34,1194750,69,,,,
2013,52,첫 눈,EXO,33,43,38569,44,1021964,3,17,,,
2013,52,마음으로만,박정현,34,44,36003,30,1324940,12,3,,,
2013,52,향기만 남아,허각,35,45,34478,15,1786712,64,16,62,,
2013,52,편지,다비치,36,48,33438,13,1834925,41,18,,,
2013,52,숨바꼭질,티아라 (T-ara),37,35,43245,75,696885,50,32,,,
2013,52,With Me,휘성,38,42,39814,45,1020793,55,,81,,
2013,52,Hush,miss A,39,52,32848,17,1710392,81,,43,,
